Campaign_ID,Channel,Product_Category,Region,Longitude,Latitude,Budget,Spend,Impressions,Clicks,CTR,Conversions,CR,Revenue,ROI,Duration,Start_Date,End_Date,Customer_Satisfaction,Campaign_Effectiveness,Market_Segment
CAM1891,TV,Groceries,Kuala Lumpur,101.6869,3.139,155887,17539,246212,43538.78506,,400,0.305,,4.46,29,18/12/2023,23/6/2023,3,2,Low
CAM1892,Billboard,Fashion,Kuala Lumpur,101.6869,3.139,303675,325530,,32814,0.2989,9176,0.8006,599476,3.15,256,4/12/2023,21/5/2023,3,2,Medium
CAM1893,TV,Groceries,Sarawak,110.3626,1.5532,28348,162734,921903,13474,0.0049,9443,0.4782,999009,,355,17/9/2023,11/1/2023,4,4,Medium
CAM1894,Billboard,Groceries,Sarawak,110.3626,1.5532,483675,365495,890926,31051,0.1727,,0.6705,280724,1.32,348,12/6/2023,17/6/2023,2,6,Medium
CAM1895,Social Media,Health,Sabah,116.0735,5.9783,114390,293179,192987,1251,0.7595,6047,0.217,140357,2.24,145,24/3/2023,14/4/2023,2,8,Low
CAM1896,Social Media,Automotive,Sarawak,110.3626,1.5532,312848,412259,643157,26928,0.3721,,0.6044,578531,0.71,,10/12/2023,23/10/2023,4,8,Low
CAM1897,Radio,Health,Kuala Lumpur,101.6869,3.139,309019,,73888,40438,,898,0.3854,,0.28,125,5/5/2023,3/7/2023,1,2,High
CAM1898,TV,Electronics,Sarawak,110.3626,1.5532,236620,314959,621676,8051,0.0524,452,0.4729,152257,,273,5/1/2023,3/5/2023,4,3,Medium
CAM1899,Social Media,Electronics,Sabah,116.0735,5.9783,415746,117417,235971,36620,0.935,846,0.4212,923499,1.05,307,15/4/2023,31/5/2023,,,Medium
CAM1900,Email,Groceries,Penang,100.3314,5.4141,249757,23095,304679,47442,0.351,4100,0.7417,35284,1.18,254,2/12/2023,16/2/2023,1,3,Medium
CAM1901,Email,Health,Johor,103.662,1.492,98525,391706,544610,,0.2005,8808,0.7337,861167,3.09,195,17/11/2023,19/9/2023,3,,Medium
CAM1902,TV,Groceries,Penang,100.3314,5.4141,429480,57146,515295,25547,0.8073,8073,0.9809,840527,2.01,318,21/2/2023,25/9/2023,,,Low
CAM1903,Billboard,Health,Kuala Lumpur,101.6869,3.139,469876,282918,608486,49004,0.1958,4117,0.46,265745,4.78,,5/7/2023,25/12/2023,,3,Low
CAM1904,Billboard,Fashion,Penang,100.3314,5.4141,34149,436809,1836874.733,32150,0.0622,6672,,459977,2.88,339,24/1/2023,5/6/2023,5,6,Low
CAM1905,Billboard,Groceries,Sarawak,110.3626,1.5532,146598,374234,960469,9345,0.8793,638,0.9638,899058,,269,2/2/2023,23/5/2023,3,,High
CAM1906,Radio,Health,Johor,103.662,1.492,241512,27244,,29059,0.5553,5258,0.7394,531336,0.79,,8/4/2023,11/5/2023,4,6,Low
CAM1907,Email,Fashion,Johor,103.662,1.492,352240,132389,,44365,0.9355,6047,0.1126,831866,2.07,253,5/2/2023,2/2/2023,1,10,Medium
CAM1908,TV,Health,Johor,103.662,1.492,117747,275073,439680,20947,0.8119,2458,0.6581,489328,4.91,71,10/4/2023,13/12/2023,1,9,Low
CAM1909,Social Media,Health,Sarawak,110.3626,1.5532,111282,,732670,16007,0.9636,,0.8813,,,202,20/2/2023,17/11/2023,1,10,Medium
CAM1910,Social Media,Fashion,Sabah,116.0735,5.9783,115825,,927379,34730,0.0784,3667,0.8883,348598,1.46,311,16/11/2023,14/5/2023,4,3,High
CAM1911,Radio,Fashion,Sabah,116.0735,5.9783,322736,306463,686553,6775,0.0718,1172,0.9081,,,156,25/12/2023,23/4/2023,1,5,Low
CAM1912,Email,Health,Kuala Lumpur,101.6869,3.139,,,676482,35908,0.6392,6208,0.3768,28847,2.92,348,24/11/2023,2/11/2023,5,1,High
CAM1913,Billboard,Electronics,Sabah,116.0735,5.9783,338139,82574,62282,,0.9376,,,380688,0.53,27,13/1/2023,17/5/2023,4,9,High
CAM1914,Social Media,Health,Sabah,116.0735,5.9783,423181,167638,718096,39572,0.353,54108.78814,0.5963,272494,4.82,198,15/5/2023,1/10/2023,1,4,Medium
CAM1915,TV,Groceries,Johor,103.662,1.492,103659,1971387.776,,21746,0.2203,9592,0.9544,521868,4.84,293,6/3/2023,31/7/2023,4,8,Low
CAM1916,Billboard,Fashion,Penang,100.3314,5.4141,267712,128308,332438,4996,0.8992,8599,0.0169,849921,2.98,196,14/3/2023,30/8/2023,,8.891494937,Low
CAM1917,TV,Electronics,Johor,103.662,1.492,144717,,80382,26523,0.5737,8324,0.9169,605620,3.32,25,9/8/2023,27/5/2023,2,5,Medium
CAM1918,TV,Health,Kuala Lumpur,101.6869,3.139,265888,194280,472281,23942,0.0474,1181,0.5372,576976,1.3,114,10/3/2023,20/4/2023,5,8,Low
CAM1919,TV,Groceries,Sabah,116.0735,5.9783,290573,255629,794687,16389,0.3908,5924,0.5639,617903,0.05,124,19/5/2023,17/5/2023,2,1,Medium
CAM1920,Radio,Fashion,Kuala Lumpur,101.6869,3.139,435130,436096,394851,45410,0.8304,9959,0.3651,930088,4.46,262,14/3/2023,5/8/2023,4,5,Medium
CAM1921,Social Media,Electronics,Sarawak,110.3626,1.5532,430877,58529,273574,5147,0.5989,6420,,,0.79,303,16/1/2023,28/3/2023,4,3,Medium
CAM1922,Billboard,Electronics,Sarawak,110.3626,1.5532,302575,198413,,4731,0.4678,5654,,785968,4.49,11,26/7/2023,28/4/2023,,9,High
CAM1923,Radio,Health,Sarawak,110.3626,1.5532,,111162,883093,47353,0.4809,1113,0.0716,393037,4.4,19,29/11/2023,9/2/2023,4,53.34896962,High
CAM1924,Radio,Groceries,Penang,100.3314,5.4141,445379,387501,827313,962,0.3342,,0.1724,846054,4.9,363,19/6/2023,24/7/2023,2,9,Medium
CAM1925,Radio,Groceries,Johor,103.662,1.492,302806,19239,,10206,,2124,0.7068,4043,4.24,176,30/9/2023,24/4/2023,,1,Medium
CAM1926,TV,Fashion,Sabah,116.0735,5.9783,236495,285001,930680,44431,0.9214,2308,0.7995,,4.78,167,24/4/2023,31/3/2023,2,,Low
CAM1927,Billboard,Electronics,Sarawak,110.3626,1.5532,49182,51649,110254,8226,0.9011,1687,0.0884,240018,2.08,198,20/8/2023,10/5/2023,1,,Medium
CAM1928,Billboard,Electronics,Penang,100.3314,5.4141,254863,,628842,439,0.0065,7943,0.3359,393044,3.69,272,11/12/2023,22/8/2023,1,2,
CAM1929,Billboard,Automotive,Johor,103.662,1.492,,155607,237889,37254,0.293,,0.3093,377939,3.13,207,10/7/2023,20/10/2023,3,5,High
CAM1930,Radio,Health,Sabah,116.0735,5.9783,397738,247021,18369,38117,0.4085,182,0.9372,284305,0.08,141,8/5/2023,8/3/2023,2,4,Medium
CAM1931,Social Media,Electronics,Sabah,116.0735,5.9783,244809,356409,,,,2328,0.5135,420535,4.86,,1/7/2023,7/5/2023,3,,High
CAM1932,TV,Electronics,Johor,103.662,1.492,402644,157361,723575,45116,0.3577,1756,0.3027,417631,4.76,174,19/6/2023,17/7/2023,,1,High
CAM1933,Billboard,Electronics,Penang,100.3314,5.4141,112986,65310,618366,34378,0.3761,2877,0.2077,553994,4.29,271,29/7/2023,8/6/2023,27.63326321,8,
CAM1934,Social Media,Electronics,Johor,103.662,1.492,418728,151313,549288,21292,0.7289,9796,0.9246,966952,0.22,5,15/8/2023,2/4/2023,4,4,Low
CAM1935,Social Media,Electronics,Sabah,116.0735,5.9783,317083,156693,638558,34830,0.4423,7351,,,0.05,125,2/8/2023,5/4/2023,4,7,Medium
CAM1936,TV,Automotive,Penang,100.3314,5.4141,13299,275744,440552,19149,,4218,6.216967115,551653,,339,10/12/2023,24/7/2023,1,10,Low
CAM1937,Social Media,Electronics,Kuala Lumpur,101.6869,3.139,108955,449190,942850,5284,0.5626,9648,0.6642,708351,1.56,82,3/9/2023,5/1/2023,2,7,Low
CAM1938,TV,Groceries,Kuala Lumpur,101.6869,3.139,184004,,331391,6550,0.1231,964,0.6458,316708,3.95,249,30/1/2023,8/9/2023,3,4,Low
CAM1939,Social Media,Groceries,Johor,103.662,1.492,457019,293598,597189,49449,0.2176,9869,0.4363,38461,4.4,216,31/7/2023,29/5/2023,3,9,Low
CAM1940,Email,Health,Penang,100.3314,5.4141,383284,33936,69145,38864,0.6205,8635,0.6337,3038548.871,3.92,37,25/10/2023,4/1/2023,2,2,Low
CAM1941,Radio,Health,Sabah,116.0735,5.9783,82449,176076,135793,15230,0.5952,6955,0.2149,203665,,12,28/4/2023,4/2/2023,1,6,
CAM1942,Billboard,Groceries,Kuala Lumpur,101.6869,3.139,282995,51637,181981,48258,0.9524,7370,0.5476,43995,,227,29/10/2023,16/9/2023,,8,High
CAM1943,Social Media,Electronics,Kuala Lumpur,101.6869,3.139,21066,69832,715084,45421,0.1103,7029,0.8708,197667,4.67,86,1/11/2023,27/8/2023,5,4,Low
CAM1944,TV,Health,Kuala Lumpur,101.6869,3.139,85543,178198,352036,23171,0.9197,5315,0.2619,213195,4.38,257,25/8/2023,8/1/2023,4,3,High
CAM1945,Billboard,Fashion,Penang,100.3314,5.4141,381921,161119,987412,9966,0.7032,6529,0.239,864565,2.42,172,23/7/2023,27/5/2023,4,3,Low
CAM1946,Email,Health,Penang,100.3314,5.4141,386178,84923,378705,29956,0.6155,5937,0.0848,672659,1.7,13,21/6/2023,14/2/2023,,8,High
CAM1947,Billboard,Fashion,Penang,100.3314,5.4141,107635,,3680659.103,26741,0.3111,7513,0.0141,,2.91,231,20/6/2023,2/2/2023,1,7,Low
CAM1948,TV,Health,Johor,103.662,1.492,187355,350411,,,6.066134081,9778,0.1272,888951,1.96,184,20/5/2023,12/3/2023,3,10,Medium
CAM1949,Email,Health,Johor,103.662,1.492,348682,259897,48006,46548,0.4711,,0.8683,8082155.861,,180,14/1/2023,14/1/2023,1,1,Medium
CAM1950,Social Media,Automotive,Sarawak,110.3626,1.5532,476177,207001,253825,42353,0.4033,4902,0.4917,,3.38,96,21/7/2023,30/1/2023,2,10,Medium
CAM1951,Social Media,Health,Kuala Lumpur,101.6869,3.139,338695,445052,941179,28581,0.672,5341,0.9188,3809299.812,2.51,177,1/12/2023,20/11/2023,1,8,Low
CAM1952,Billboard,Groceries,Sabah,116.0735,5.9783,382593,2725513.042,539769,6400,,4055,,810905,2.78,353,11/1/2023,1/1/2023,3,5,Medium
CAM1953,TV,Groceries,Sabah,116.0735,5.9783,369302,95314,545082,642,0.9254,4357,0.8439,720465,3.69,128,4/2/2023,3/4/2023,1,,High
CAM1954,TV,Automotive,Penang,100.3314,5.4141,128013,89724,434105,34099,0.0023,3289,0.7509,,4.28,150,6/5/2023,23/9/2023,1,10,Low
CAM1955,TV,Automotive,Sabah,116.0735,5.9783,,274395,643045,1522,0.8909,5218,0.2904,53966,0.63,190,8/5/2023,6/8/2023,,,Medium
CAM1956,Social Media,Automotive,Sarawak,110.3626,1.5532,28525,278451,678752,35125,0.2511,,,294995,3.94,122,11/4/2023,7/5/2023,3,5,Low
CAM1957,TV,Fashion,Penang,100.3314,5.4141,164196,290346,270595,2094,0.3758,8250,0.1523,6816283.809,4.33,,11/2/2023,12/3/2023,,5,Medium
CAM1958,Radio,Electronics,Penang,100.3314,5.4141,449839,368377,854372,11440,0.6742,8399,0.2423,984992,2.85,229,29/12/2023,5/3/2023,5,4,High
CAM1959,Radio,Automotive,Kuala Lumpur,101.6869,3.139,374214,195517,923959,15366,0.2784,225,0.0562,485249,2.36,66,19/3/2023,14/6/2023,2,3,Medium
CAM1960,Radio,Groceries,Johor,103.662,1.492,357249,245445,63567,7397,0.0421,7676,0.486,756540,3.83,265,16/12/2023,2/7/2023,3,,High
CAM1961,Email,Health,Kuala Lumpur,101.6869,3.139,262151,202429,371999,48104,5.330003876,7446,,182751,0.77,323,19/6/2023,27/9/2023,,9,High
CAM1962,Billboard,Fashion,Kuala Lumpur,101.6869,3.139,21220,201880,,28593,0.8214,3506,0.3313,817328,0.75,346,6/5/2023,11/4/2023,2,1,Medium
CAM1963,Radio,Fashion,Sarawak,110.3626,1.5532,14258,351709,,1816,0.1909,3256,0.0765,641460,0.43,224,19/3/2023,20/12/2023,4,8,High
CAM1964,TV,Electronics,Penang,100.3314,5.4141,332582,337856,561123,30752,0.626,1848,0.7987,1892325.072,0.95,282,1/6/2023,16/10/2023,3,10,High
CAM1965,Email,Electronics,Penang,100.3314,5.4141,422700,441870,270763,9093,0.3341,9242,,,2.44,176,20/9/2023,,5,4,High
CAM1966,Email,Health,Johor,103.662,1.492,260670,,142144,18221,0.562,7258,0.088,654892,3.11,345,9/9/2023,24/12/2023,2,4,Medium
CAM1967,TV,Fashion,Penang,100.3314,5.4141,159285,9839,463296,104,0.7135,3913,0.1897,774726,4.65,229,15/2/2023,12/6/2023,1,5,Medium
CAM1968,Radio,Automotive,Kuala Lumpur,101.6869,3.139,29458,234063,409655,,,,,399014,4.7,352,27/1/2023,22/12/2023,5,7,Medium
CAM1969,Billboard,Fashion,Kuala Lumpur,101.6869,3.139,254432,43155,646068,18674,0.4258,2678,0.5791,820872,2.22,244,28/3/2023,16/6/2023,3,6,High
CAM1970,Radio,Automotive,Penang,100.3314,5.4141,102465,92794,657452,17477,0.1693,5251,0.0302,742549,2.1,240,29/4/2023,,3,26.67448481,Low
CAM1971,TV,Automotive,Sarawak,110.3626,1.5532,447734,,707181,11354,0.7082,1910,0.3097,588569,0.27,244,20/5/2023,30/3/2023,4,10,High
CAM1972,Social Media,Health,Kuala Lumpur,101.6869,3.139,136870,178595,582480,46020,0.2205,,,158757,1.78,169,13/3/2023,19/6/2023,4,,Medium
CAM1973,TV,Health,Johor,103.662,1.492,191372,78171,807784,37990,0.2211,,,412903,3.39,114,27/6/2023,12/8/2023,3,1,Low
CAM1974,TV,Electronics,Sarawak,110.3626,1.5532,480789,,370129,23260,0.2708,4209,0.0063,473374,4.13,80,1/9/2023,9/11/2023,1,10,Low
CAM1975,Billboard,Electronics,Penang,100.3314,5.4141,382740,283565,649649,9391,0.6255,516,0.6788,9818,1.81,15,21/7/2023,,5,7,High
CAM1976,Billboard,Fashion,Kuala Lumpur,101.6869,3.139,294376,412538,234326,27071,0.4031,2004,0.4456,675158,0.31,231,21/7/2023,19/2/2023,2,5,Low
CAM1977,TV,Health,Penang,100.3314,5.4141,382173,142025,619099,42520,0.2247,5222,0.8253,72184,,133,29/7/2023,2/7/2023,2,4,High
CAM1978,Social Media,Groceries,Penang,100.3314,5.4141,428318,,643736,31764,0.3263,5668,0.6199,149196,0.38,257,6/12/2023,30/4/2023,5,8,High
CAM1979,Radio,Fashion,Kuala Lumpur,101.6869,3.139,125378,412169,,10239,0.1881,8726,0.8549,169563,0.13,105,24/10/2023,27/4/2023,3,2,High
CAM1980,Social Media,Fashion,Sabah,116.0735,5.9783,,321116,895664,120,0.0039,8877,0.449,16485,,121,1/6/2023,3/9/2023,5,10,Low
CAM1981,Email,Automotive,Kuala Lumpur,101.6869,3.139,434581,76719,959209,48066,0.4834,1386,0.8885,852612,1.9,317,29/8/2023,15/9/2023,3,1,Low
CAM1982,Billboard,Health,Sabah,116.0735,5.9783,,,992320,30672,0.3133,6347,0.4492,149517,1.91,,19/10/2023,1/3/2023,5,9,Medium
CAM1983,Radio,Fashion,Penang,100.3314,5.4141,95275,116844,632340,25788,0.2987,9405,,325782,2.39,358,6/3/2023,29/12/2023,5,5,High
CAM1984,TV,Fashion,Sarawak,110.3626,1.5532,,,817948,41544,,8869,,707135,1.7,252,9/5/2023,9/9/2023,,4,Medium
CAM1985,Social Media,Electronics,Sarawak,110.3626,1.5532,,808656.5368,791854,10844,0.6079,8414,0.2639,327292,,30,8/7/2023,14/5/2023,5,8,Medium
CAM1986,Billboard,Fashion,Sarawak,110.3626,1.5532,260507,26932,273421,221562.7968,0.2938,3707,0.6401,294014,4.58,238,31/12/2023,7/3/2023,5,8,Medium
CAM1987,TV,Health,Johor,103.662,1.492,191311,146625,,38119,0.0414,,0.8975,828523,0.78,186,11/4/2023,7/12/2023,1,2,Medium
CAM1988,Social Media,Groceries,Sabah,116.0735,5.9783,287488,419952,705860,15878,0.7517,6300,0.4163,368620,2.28,320,30/10/2023,12/3/2023,3,,Medium
CAM1989,Email,Groceries,Johor,103.662,1.492,,203535,738150,204612.9708,0.7822,7006,,247847,0.62,23,7/7/2023,16/4/2023,3,,Medium
CAM1990,Social Media,Groceries,Penang,100.3314,5.4141,154984,434632,530850,14882,0.4385,7619,0.0649,39801,4.98,303,17/3/2023,23/5/2023,5,10,High
CAM1991,Radio,Health,Sabah,116.0735,5.9783,196944,42195,608020,28751,0.8753,6480,0.0794,,,9,22/3/2023,21/10/2023,46.05543868,7,Low
CAM1992,Radio,Health,Johor,103.662,1.492,149704,194563,,15145,,8895,0.4348,207736,0.44,267,4/6/2023,3/1/2023,1,8,Medium
CAM1993,Billboard,Fashion,Sabah,116.0735,5.9783,,152491,757309,29401,0.7097,1239,0.5569,,3.48,68,17/1/2023,25/8/2023,4,9,High
CAM1994,Radio,Electronics,Sabah,116.0735,5.9783,68975,88855,77332,9049,0.0079,7839,0.4131,,3.69,226,4/5/2023,19/10/2023,5,6,High
CAM1995,Billboard,Health,Sarawak,110.3626,1.5532,110662,69506,736663,11121,0.7892,7359,0.1903,966978,1.17,51,4/4/2023,11/10/2023,1,2,High
CAM1996,Billboard,Automotive,Kuala Lumpur,101.6869,3.139,111494,,850052,3153,0.7762,54992.96417,0.6199,697908,2.97,88,5/10/2023,9/6/2023,5,8,
CAM1997,TV,Electronics,Penang,100.3314,5.4141,492820,278183,245572,13168,0.8911,6977,0.6572,946263,0.44,156,10/11/2023,7/8/2023,3,8,High
CAM1998,TV,Groceries,Sarawak,110.3626,1.5532,190670,380723,,35189,0.72,8092,0.5213,276642,0.54,204,16/2/2023,27/10/2023,3,2,Low
CAM1999,Radio,Health,Kuala Lumpur,101.6869,3.139,411753,131551,767489,5203,0.0541,,0.69,369900,0.97,33,7/6/2023,4/10/2023,2,1,High
CAM2000,Radio,Groceries,Penang,100.3314,5.4141,183044,436714,23202,,0.2006,8627,0.1498,869432,,75,23/8/2023,12/2/2023,1,7,Low
CAM2001,Billboard,Health,Sabah,116.0735,5.9783,384815,95108,639836,5523,0.8221,4833,0.8191,636450,4.24,337,14/2/2023,11/9/2023,2,7,Low
CAM2002,Radio,Automotive,Johor,103.662,1.492,,237452,391747,49729,0.4718,6466,0.3777,287409,1.13,359,23/5/2023,11/3/2023,1,1,High
CAM2003,Email,Automotive,Johor,103.662,1.492,328847,83332,745649,8253,0.6776,6673,0.0404,879687,0.34,52,14/5/2023,,5,5,Medium
CAM2004,TV,Groceries,Johor,103.662,1.492,129433,306431,632722,,0.7287,7675,0.4064,70087,1.84,253,21/2/2023,12/5/2023,,10,High
CAM2005,Billboard,Health,Kuala Lumpur,101.6869,3.139,313574,74249,862888,,0.5227,8217,0.0468,734000,5,179,13/2/2023,5/2/2023,4,6,
CAM2006,Social Media,Automotive,Sabah,116.0735,5.9783,355025,375116,975710,14595.96589,0.377,5328,7.348134484,,0.41,182,26/3/2023,10/11/2023,2,6,Low
CAM2007,Radio,Groceries,Penang,100.3314,5.4141,188728,445590,507151,34715,0.0099,1795,0.536,240162,0.72,,1/1/2023,7/12/2023,3,4,
CAM2008,Radio,Health,Kuala Lumpur,101.6869,3.139,160817,348718,107654,5066,,6529,0.207,58811,1.95,329,22/3/2023,10/4/2023,5,,High
CAM2009,Email,Groceries,Penang,100.3314,5.4141,260053,236139,63877,39171,0.5547,,0.3658,,0.8,237,30/8/2023,30/10/2023,2,1,Low
CAM2010,Radio,Automotive,Sarawak,110.3626,1.5532,,130596,825659,42970,,499,0.495,,0.772309975,3,24/1/2023,2/1/2023,3,1,Medium
CAM2011,Billboard,Health,Sarawak,110.3626,1.5532,189173,93048,494348,49560,0.0735,9545,0.7943,216191,,1,26/3/2023,21/7/2023,2,3,High
CAM2012,Billboard,Electronics,Sarawak,110.3626,1.5532,29325,11173,902236,491,0.1601,4536,,609981,0.53,297,1/1/2024,21/11/2023,1,2,Medium
CAM2013,TV,Groceries,Johor,103.662,1.492,,156960,413156,21719,0.0345,938,0.992,984092,3.36,43,5/2/2023,16/4/2023,3,9,Low
CAM2014,Social Media,Health,Penang,100.3314,5.4141,125712,295652,781585,40849,0.1558,6390,0.8852,554477,4,101,11/3/2023,9/9/2023,,9,Medium
CAM2015,Billboard,Health,Kuala Lumpur,101.6869,3.139,223811,271961,585909,42623,0.786,9094,0.7752,955114,4.55,269,9/3/2023,27/12/2023,,5,Low
CAM2016,Email,Health,Sarawak,110.3626,1.5532,135527,181545,958372,47535,0.685,1841,0.675,445671,,143,17/10/2023,13/8/2023,3,10,Medium
CAM2017,Billboard,Health,Kuala Lumpur,101.6869,3.139,,315921,321238,26104,0.0797,4706,0.5201,430170,,,8/11/2023,15/11/2023,36.84435094,9,High
CAM2018,Billboard,Fashion,Kuala Lumpur,101.6869,3.139,371269,375975,591367,28864,,65,0.7973,,1.45,160,15/7/2023,16/5/2023,5,10,High
CAM2019,Email,Electronics,Sarawak,110.3626,1.5532,186658,175805,736573,,0.8969,5197,0.015,485672,2.74,135,27/2/2023,22/1/2023,2,2,Medium
CAM2020,Email,Health,Sabah,116.0735,5.9783,52805,167774,992615,44485,0.0524,3192,0.4349,649791,2.31,131,6/12/2023,,36.84435094,4,Medium
CAM2021,Radio,Electronics,Kuala Lumpur,101.6869,3.139,190192,284597,972325,19463,0.1216,8902,0.5913,586870,4.46,266,9/6/2023,29/11/2023,4,2,High
CAM2022,Social Media,Electronics,Johor,103.662,1.492,,160748,269419,46437,0.368,4442,0.0961,147829,0.33,134,30/6/2023,12/12/2023,3,7,Low
CAM2023,Radio,Automotive,Sabah,116.0735,5.9783,,226297,834107,44305,0.4645,3315,0.8313,804732,3.45,166,16/8/2023,4/4/2023,4,6,Low
CAM2024,Billboard,Electronics,Johor,103.662,1.492,151919,40063,,48997,0.3011,3771,0.8858,406233,4.8,159,21/8/2023,23/7/2023,5,7,Medium
CAM2025,Billboard,Fashion,Johor,103.662,1.492,167432,371320,355268,19608,0.1869,8315,0.2541,68933,2.88,36,12/4/2023,16/11/2023,1,4,
CAM2026,Email,Automotive,Kuala Lumpur,101.6869,3.139,480270,111016,189492,,,8503,0.3182,332924,1.38,55,28/6/2023,14/2/2023,5,4,High
CAM2027,Billboard,Health,Penang,100.3314,5.4141,128387,95576,146570,46945,,2564,0.3019,707604,0.26,131,29/7/2023,2/1/2023,2,8,
CAM2028,TV,Electronics,Kuala Lumpur,101.6869,3.139,283704,405099,66988,27334,0.9984,2876,0.6698,8755533.489,,80,28/9/2023,11/1/2023,,1,High
CAM2029,TV,Fashion,Penang,100.3314,5.4141,385431,405508,175384,5523,0.0612,3644,0.784,313063,0.99,245,25/1/2023,,4,6,Low
CAM2030,Billboard,Electronics,Johor,103.662,1.492,406152,,666313,,0.4008,4069,0.5471,258356,1.19,194,19/5/2023,3/8/2023,4,10,High
CAM2031,Billboard,Health,Johor,103.662,1.492,131987,87197,872948,3893,0.2318,9814,0.1642,792965,2.92,,22/6/2023,3/9/2023,4,10,
CAM2032,Radio,Electronics,Sabah,116.0735,5.9783,146401,226376,776900,28551,0.0821,6284,0.1669,345399,1.73,89,22/3/2023,28/7/2023,4,1,Medium
CAM2033,TV,Health,Sabah,116.0735,5.9783,21341,191608,507305,9197,0.2944,3443,0.373,655356,,200,12/12/2023,9/7/2023,3,9,Low
CAM2034,Billboard,Health,Penang,100.3314,5.4141,371987,49171,265081,33674,,9098,0.1921,,3.33,107,23/8/2023,6/7/2023,2,3,Medium
CAM2035,Email,Electronics,Johor,103.662,1.492,33072,53357,609786,43545,,4343,0.6435,368171,2.554563764,319,9/11/2023,4/9/2023,4,6,High
CAM2036,Social Media,Health,Penang,100.3314,5.4141,,7904,152551,20068,0.8532,9552,0.4042,328124,0.3,160,23/2/2023,31/8/2023,4,8,High
CAM2037,TV,Groceries,Penang,100.3314,5.4141,316007,157263,879361,25267,,43944.24482,0.1964,842167,,254,28/4/2023,28/5/2023,5,,Low
CAM2038,TV,Fashion,Kuala Lumpur,101.6869,3.139,218107,38067,162166,1868,0.0039,5184,0.2157,33652,3.27,146,14/7/2023,4/4/2023,2,10,High
CAM2039,Social Media,Automotive,Sabah,116.0735,5.9783,486829,411417,922593,37077,0.6424,3990,0.7391,,1.04,316,24/6/2023,1/7/2023,27.63326321,8,High
CAM2040,Radio,Groceries,Kuala Lumpur,101.6869,3.139,498140,290333,860885,49482,0.1496,5583,0.4887,,4.07,,23/12/2023,6/9/2023,1,4,High
CAM2041,Social Media,Fashion,Sarawak,110.3626,1.5532,195186,261229,297919,22373,,770,0.776,312766,0.62,294,17/5/2023,17/12/2023,4,9,High
CAM2042,Social Media,Groceries,Penang,100.3314,5.4141,247827,257736,579930,12007,,5143,0.6798,924723,4.76,28,4/2/2023,3/11/2023,2,7,Low
CAM2043,Social Media,Fashion,Sabah,116.0735,5.9783,10129,277547,477504,30040,0.2993,2710,0.2131,107346,3.52,,18/1/2023,30/7/2023,,6,Low
CAM2044,Email,Electronics,Sarawak,110.3626,1.5532,108896,152155,500665,13985,0.9197,2941,,600676,10.57470581,99,15/4/2023,13/2/2023,,9,Medium
CAM2045,Radio,Groceries,Sarawak,110.3626,1.5532,402894,,281326,35719,0.524,,0.7617,465586,0.46,356,20/10/2023,10/9/2023,2,26.67448481,Medium
CAM2046,Radio,Groceries,Penang,100.3314,5.4141,276481,30135,508466,48013,0.4833,1662,0.5765,2392300.125,0.59,82,15/8/2023,15/5/2023,4,7,Low
CAM2047,Radio,Health,Kuala Lumpur,101.6869,3.139,73665,,486023,,0.7542,1788,0.4485,97560,4.68,133,28/3/2023,2/10/2023,1,1,Medium
CAM2048,Billboard,Health,Kuala Lumpur,101.6869,3.139,133569,71310,328004,134469.9749,0.4617,2231,0.7706,88672,0.33,,9/8/2023,12/6/2023,1,9,Medium
CAM2049,Social Media,Health,Sabah,116.0735,5.9783,219980,,439710,12471,0.9803,9935,0.7606,556974,0.63,56,20/1/2023,14/12/2023,3,8,High
CAM2050,Email,Electronics,Kuala Lumpur,101.6869,3.139,261967,23823,693965,2668,0.9545,5182,0.0789,339827,1.36,151,22/2/2023,13/7/2023,1,9,High
CAM2051,Social Media,Electronics,Kuala Lumpur,101.6869,3.139,164761,322942,,46882,0.1965,4845,0.3516,240837,3.49,277,17/2/2023,24/3/2023,5,,High
CAM2052,Email,Fashion,Johor,103.662,1.492,26733,385975,380519,47470,0.786,8879,0.8947,792048,3.56,160,26/3/2023,11/11/2023,4,,Low
CAM2053,Radio,Fashion,Sabah,116.0735,5.9783,150142,152814.3752,355965,24956,,7028,0.8364,268761,0.24,191,18/5/2023,9/1/2023,1,1,Medium
CAM2054,Radio,Automotive,Sarawak,110.3626,1.5532,208506,80544,,222447.4008,0.7362,7612,0.9139,683936,0.44,354,19/10/2023,19/1/2023,1,6,High
CAM2055,Radio,Automotive,Sabah,116.0735,5.9783,485964,279199,155667,,0.8474,718,0.589,664492,1.2,262,4/12/2023,26/4/2023,4,6,Low
CAM2056,Social Media,Fashion,Johor,103.662,1.492,495765,400810,629252,,0.9977,7847,0.0592,,3.9,4,23/3/2023,28/12/2023,4,4,Medium
CAM2057,Email,Health,Johor,103.662,1.492,438698,86611,615017,14507,0.466183888,3242,0.7068,864215,1.17,51,4/10/2023,23/8/2023,4,7,Low
CAM2058,Email,Automotive,Sabah,116.0735,5.9783,208015,351847,88550,43765,0.341,7563,0.3193,923594,1.98,22,25/2/2023,29/7/2023,,6,Low
CAM2059,Billboard,Groceries,Johor,103.662,1.492,237245,194569,536432,42102,0.6452,,,192227,1.8,169,21/1/2023,25/3/2023,,10,Low
