,Unnamed: 0,completion_year,rent,rent_type,region,district,property_type,rooms,parking,bathroom,size,furnished_rate,facilities_rate,maintanance_fee,completion_rate,competition_rate_x,competition_rate_y
7940,7940,2013.0,3500,house,Kuala Lumpur,Mont Kiara,Service Residence,3,2.0,2.0,940.0,2.0,9.0,4220.6,moderate,1.0,1.0
7941,7941,1994.0,1200,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,1179.0,1.0,10.0,10599.210000000001,old,6.0,6.0
7942,7942,2015.0,2300,house,Kuala Lumpur,Ampang,Condominium,3,2.0,2.0,1060.0,2.0,12.0,2385.0,new,11.0,11.0
7943,7943,,1450,house,Kuala Lumpur,Bandar Menjalara,Condominium,3,,2.0,945.0,2.0,10.0,0.0,new,9.0,9.0
7944,7944,1985.0,1500,house,Kuala Lumpur,Taman Desa,Condominium,2,1.0,2.0,1001.0,1.0,11.0,8998.99,old,4.0,4.0
7945,7945,,1200,house,Kuala Lumpur,Bukit Jalil,Apartment,3,1.0,2.0,850.0,1.0,4.0,0.0,new,54.0,54.0
7946,7946,,1500,house,Kuala Lumpur,Kuchai Lama,Condominium,3,2.0,2.0,1000.0,1.0,10.0,0.0,new,,
7947,7947,2022.0,1799,house,Kuala Lumpur,Taman Desa,Condominium,3,2.0,2.0,921.0,1.0,14.0,2072.25,new,57.0,57.0
7948,7948,2016.0,1999,house,Kuala Lumpur,Old Klang Road,Condominium,2,1.0,2.0,914.0,2.0,8.0,2056.5,new,24.0,24.0
7949,7949,2021.0,1500,house,Kuala Lumpur,Kuchai Lama,Condominium,3,1.0,2.0,1200.0,1.0,4.0,2700.0,new,64.0,64.0
7950,7950,,950,house,Kuala Lumpur,Pandan Jaya,Apartment,2,1.0,1.0,750.0,1.0,1.0,0.0,new,7.0,7.0
7951,7951,2022.0,2300,house,Kuala Lumpur,Taman Desa,Condominium,3,2.0,2.0,921.0,2.0,14.0,2072.25,new,57.0,57.0
7952,7952,,750,house,Kuala Lumpur,Wangsa Maju,Apartment,2,,1.0,550.0,0.0,,0.0,new,5.0,5.0
7953,7953,,900,house,Kuala Lumpur,Kepong,Condominium,3,1.0,2.0,1001.0,1.0,8.0,0.0,new,7.0,7.0
7954,7954,2005.0,1700,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,950.0,2.0,8.0,4265.5,moderate,37.0,37.0
7955,7955,,1350,house,Kuala Lumpur,Cheras,Condominium,3,2.0,2.0,947.0,1.0,8.0,0.0,new,54.0,54.0
7956,7956,2017.0,1799,house,Kuala Lumpur,Wangsa Maju,Apartment,3,1.0,2.0,770.0,2.0,6.0,1732.5,new,51.0,51.0
7957,7957,2022.0,2199,house,Kuala Lumpur,Setapak,Service Residence,3,2.0,2.0,880.0,2.0,6.0,1980.0,new,7.0,7.0
7958,7958,2017.0,1400,house,Kuala Lumpur,Sentul,Service Residence,3,1.0,2.0,948.0,1.0,10.0,2133.0,new,18.0,18.0
7959,7959,2017.0,1400,house,Kuala Lumpur,Sentul,Service Residence,3,1.0,2.0,948.0,1.0,10.0,2133.0,new,18.0,18.0
7960,7960,2017.0,1350,house,Kuala Lumpur,Wangsa Maju,Apartment,3,2.0,2.0,770.0,0.0,6.0,1732.5,new,51.0,51.0
7961,7961,2023.0,2500,house,Kuala Lumpur,Cheras,Condominium,4,2.0,2.0,1000.0,1.0,12.0,2250.0,new,115.0,115.0
7962,7962,2020.0,1500,house,Kuala Lumpur,Sentul,Service Residence,3,1.0,2.0,820.0,1.0,9.0,1845.0,new,47.0,47.0
7963,7963,2020.0,2200,house,Kuala Lumpur,Kepong,Apartment,3,2.0,3.0,1216.0,2.0,14.0,2736.0,new,17.0,17.0
7964,7964,,1500,house,Kuala Lumpur,Old Klang Road,Condominium,3,1.0,2.0,1200.0,1.0,6.0,0.0,new,11.0,11.0
7965,7965,1993.0,1300,house,Kuala Lumpur,Old Klang Road,Apartment,3,1.0,2.0,950.0,1.0,8.0,8540.5,old,7.0,7.0
7966,7966,,700,house,Kuala Lumpur,Desa Petaling,Apartment,2,,1.0,650.0,1.0,1.0,0.0,new,4.0,4.0
7967,7967,2017.0,2200,house,Kuala Lumpur,Jalan Ipoh,Condominium,3,2.0,2.0,978.0,2.0,7.0,2200.5,new,28.0,28.0
7968,7968,,1900,house,Kuala Lumpur,Setapak,Service Residence,3,1.0,2.0,1000.0,1.0,10.0,0.0,new,10.0,10.0
7969,7969,2019.0,2699,house,Kuala Lumpur,Old Klang Road,Service Residence,3,3.0,2.0,852.0,2.0,9.0,1917.0,new,6.0,6.0
7970,7970,2020.0,1000,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,800.0,0.0,6.0,1800.0,new,57.0,57.0
7971,7971,,1800,house,Kuala Lumpur,Sentul,Apartment,3,1.0,2.0,1054.0,2.0,,0.0,new,1.0,1.0
7972,7972,2022.0,1600,house,Kuala Lumpur,Taman Desa,Condominium,3,2.0,2.0,921.0,1.0,14.0,2072.25,new,57.0,57.0
7973,7973,2019.0,1800,house,Kuala Lumpur,Puchong,Condominium,3,2.0,2.0,1002.0,2.0,9.0,2254.5,new,3.0,3.0
7974,7974,,1400,house,Kuala Lumpur,OUG,Service Residence,3,2.0,2.0,950.0,2.0,7.0,0.0,new,51.0,51.0
7975,7975,2010.0,1700,house,Kuala Lumpur,Jalan Ipoh,Condominium,4,1.0,2.0,1181.0,1.0,9.0,5302.6900000000005,moderate,29.0,29.0
7976,7976,2017.0,2000,house,Kuala Lumpur,Wangsa Maju,Apartment,4,1.0,2.0,850.0,2.0,6.0,1912.5,new,51.0,51.0
7977,7977,2016.0,3300,house,Kuala Lumpur,KL Sentral,Service Residence,2,1.0,2.0,1259.0,2.0,9.0,2832.75,new,3.0,3.0
7978,7978,,1100,house,Kuala Lumpur,Sentul,Apartment,3,,2.0,1000.0,2.0,9.0,0.0,new,36.0,36.0
7979,7979,2015.0,15000,house,Kuala Lumpur,KLCC,Condominium,3,2.0,5.0,2159.0,2.0,,4857.75,new,5.0,5.0
7980,7980,2022.0,2200,house,Kuala Lumpur,Taman Desa,Condominium,3,2.0,2.0,958.0,2.0,14.0,2155.5,new,57.0,57.0
7981,7981,,900,house,Kuala Lumpur,Cheras,Apartment,3,,2.0,850.0,0.0,,0.0,new,10.0,10.0
7982,7982,2018.0,1900,house,Kuala Lumpur,Kepong,Service Residence,3,2.0,2.0,800.0,1.0,8.0,1800.0,new,10.0,10.0
7983,7983,2022.0,1600,house,Kuala Lumpur,Taman Desa,Condominium,3,2.0,2.0,921.0,1.0,12.0,2072.25,new,57.0,57.0
7984,7984,,1000,house,Kuala Lumpur,Bukit Jalil,Apartment,3,,2.0,800.0,2.0,4.0,0.0,new,54.0,54.0
7985,7985,,850,house,Kuala Lumpur,Bukit Jalil,Apartment,3,,2.0,800.0,0.0,,0.0,new,4.0,4.0
7986,7986,,1000,house,Kuala Lumpur,Bukit Jalil,Apartment,3,,2.0,800.0,2.0,,0.0,new,4.0,4.0
7987,7987,,1900,house,Kuala Lumpur,Segambut,Condominium,3,,2.0,1577.0,1.0,9.0,0.0,new,3.0,3.0
7988,7988,2007.0,1500,room,Kuala Lumpur,Sri Hartamas,Service Residence,1,,1.0,500.0,2.0,10.0,2245.0,moderate,13.0,13.0
7989,7989,2017.0,1650,house,Kuala Lumpur,Sentul,Service Residence,3,2.0,2.0,1299.0,1.0,6.0,2922.75,new,42.0,42.0
7990,7990,2013.0,2100,house,Kuala Lumpur,Titiwangsa,Apartment,3,1.0,2.0,1003.0,1.0,7.0,4503.47,moderate,9.0,9.0
7991,7991,2000.0,1000,house,Kuala Lumpur,Bukit Jalil,Apartment,2,1.0,1.0,726.0,0.0,7.0,6526.74,old,10.0,10.0
7992,7992,2000.0,950,house,Kuala Lumpur,Bukit Jalil,Apartment,2,1.0,1.0,726.0,0.0,6.0,6526.74,old,10.0,10.0
7993,7993,2021.0,1900,house,Kuala Lumpur,Kuchai Lama,Condominium,3,2.0,2.0,1075.0,1.0,14.0,2418.75,new,20.0,20.0
7994,7994,2017.0,2100,house,Kuala Lumpur,Cheras,Service Residence,3,2.0,2.0,1050.0,2.0,14.0,2362.5,new,49.0,49.0
7995,7995,2021.0,1350,house,Kuala Lumpur,Bukit Jalil,Apartment,3,1.0,2.0,850.0,1.0,5.0,1912.5,new,58.0,58.0
7996,7996,2021.0,2200,house,Kuala Lumpur,Kepong,Apartment,2,1.0,2.0,866.0,2.0,14.0,1948.5,new,24.0,24.0
7997,7997,,3700,house,Kuala Lumpur,Keramat,Service Residence,2,1.0,2.0,775.0,2.0,11.0,0.0,new,25.0,25.0
7998,7998,2021.0,1300,house,Kuala Lumpur,Bukit Jalil,Apartment,3,1.0,2.0,850.0,1.0,5.0,1912.5,new,58.0,58.0
7999,7999,2023.0,3000,house,Kuala Lumpur,Cheras,Condominium,4,2.0,2.0,1030.0,2.0,10.0,2317.5,new,115.0,115.0
8000,8000,2021.0,1600,house,Kuala Lumpur,Bukit Jalil,Apartment,3,1.0,2.0,850.0,1.0,5.0,1912.5,new,58.0,58.0
8001,8001,,750,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,650.0,1.0,4.0,0.0,new,2.0,2.0
8002,8002,,1998,house,Kuala Lumpur,Sungai Besi,Service Residence,2,2.0,2.0,1100.0,2.0,14.0,0.0,new,30.0,30.0
8003,8003,2021.0,1600,house,Kuala Lumpur,Cheras,Condominium,3,2.0,2.0,1003.0,1.0,14.0,2256.75,new,37.0,37.0
8004,8004,,1550,house,Kuala Lumpur,Wangsa Maju,Apartment,3,1.0,2.0,800.0,1.0,6.0,0.0,new,28.0,28.0
8005,8005,,1100,house,Kuala Lumpur,Bukit Jalil,Apartment,3,1.0,2.0,850.0,1.0,4.0,0.0,new,54.0,54.0
8006,8006,,2900,house,Kuala Lumpur,Sungai Besi,Service Residence,2,2.0,2.0,1300.0,2.0,14.0,0.0,new,30.0,30.0
8007,8007,2021.0,2200,house,Kuala Lumpur,Kepong,Service Residence,2,1.0,2.0,866.0,2.0,14.0,1948.5,new,6.0,6.0
8008,8008,,1900,house,Kuala Lumpur,Cheras,Condominium,3,2.0,2.0,1003.0,2.0,14.0,0.0,new,54.0,54.0
8009,8009,2021.0,2200,house,Kuala Lumpur,Kuchai Lama,Condominium,3,2.0,2.0,1075.0,2.0,14.0,2418.75,new,20.0,20.0
8010,8010,,1200,house,Kuala Lumpur,Wangsa Maju,Apartment,2,1.0,1.0,600.0,2.0,4.0,0.0,new,34.0,34.0
8011,8011,,1350,house,Kuala Lumpur,Cheras,Condominium,3,2.0,2.0,1003.0,1.0,14.0,0.0,new,54.0,54.0
8012,8012,2021.0,1800,house,Kuala Lumpur,Kuchai Lama,Condominium,3,2.0,2.0,1075.0,1.0,14.0,2418.75,new,20.0,20.0
8013,8013,2017.0,1500,house,Kuala Lumpur,Cheras,Service Residence,3,2.0,2.0,1050.0,1.0,4.0,2362.5,new,49.0,49.0
8014,8014,,2200,house,Kuala Lumpur,Sungai Besi,Service Residence,3,2.0,2.0,1200.0,1.0,14.0,0.0,new,30.0,30.0
8015,8015,,1300,house,Kuala Lumpur,Bukit Jalil,Apartment,3,1.0,2.0,850.0,1.0,4.0,0.0,new,54.0,54.0
8016,8016,2020.0,1500,house,Kuala Lumpur,Bukit Jalil,Condominium,3,2.0,3.0,1100.0,1.0,14.0,2475.0,new,40.0,40.0
8017,8017,,1500,house,Kuala Lumpur,Taman Desa,Condominium,3,1.0,2.0,851.0,1.0,7.0,0.0,new,34.0,34.0
8018,8018,,800,house,Kuala Lumpur,Cheras,Flat,2,1.0,1.0,570.0,1.0,,0.0,new,1.0,1.0
8019,8019,2021.0,1550,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,800.0,1.0,12.0,1800.0,new,67.0,67.0
8020,8020,,1400,house,Kuala Lumpur,Setapak,Apartment,4,1.0,2.0,1400.0,1.0,,0.0,new,5.0,5.0
8021,8021,2020.0,2300,house,Kuala Lumpur,Bukit Jalil,Condominium,4,2.0,3.0,1200.0,2.0,14.0,2700.0,new,40.0,40.0
8022,8022,,1600,house,Kuala Lumpur,Gombak,Service Residence,3,1.0,2.0,940.0,0.0,,0.0,new,,
8023,8023,2014.0,1900,house,Kuala Lumpur,Bukit Jalil,Condominium,3,2.0,2.0,1100.0,2.0,14.0,4939.0,moderate,9.0,9.0
8024,8024,,1300,house,Kuala Lumpur,Bukit Jalil,Apartment,3,1.0,2.0,850.0,1.0,4.0,0.0,new,54.0,54.0
8025,8025,,850,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,907.0,0.0,5.0,0.0,new,9.0,9.0
8026,8026,2020.0,1000,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,800.0,0.0,6.0,1800.0,new,57.0,57.0
8027,8027,2020.0,1000,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,800.0,0.0,4.0,1800.0,new,57.0,57.0
8028,8028,2022.0,3300,room,Kuala Lumpur,Mont Kiara,Service Residence,1,,2.0,816.0,2.0,14.0,1836.0,new,14.0,14.0
8029,8029,2021.0,1400,house,Kuala Lumpur,Cheras,Service Residence,2,,2.0,650.0,1.0,8.0,1462.5,new,213.0,213.0
8030,8030,,1500,house,Kuala Lumpur,Bukit Jalil,Apartment,3,1.0,2.0,1000.0,1.0,8.0,0.0,new,21.0,21.0
8031,8031,,850,house,Kuala Lumpur,Desa Petaling,Apartment,3,1.0,2.0,831.0,1.0,5.0,0.0,new,4.0,4.0
8032,8032,2019.0,2500,house,Kuala Lumpur,Desa Petaling,Condominium,5,,2.0,1219.0,1.0,7.0,2742.75,new,15.0,15.0
8033,8033,2012.0,4700,house,Kuala Lumpur,KL City,Condominium,3,2.0,2.0,1453.0,2.0,8.0,6523.97,moderate,2.0,2.0
8034,8034,2018.0,1300,house,Kuala Lumpur,Bukit Jalil,Apartment,4,1.0,2.0,1400.0,0.0,6.0,3150.0,new,20.0,20.0
8035,8035,,1300,house,Kuala Lumpur,Cheras,Apartment,3,1.0,2.0,920.0,2.0,2.0,0.0,new,5.0,5.0
8036,8036,,1100,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,800.0,0.0,6.0,0.0,new,4.0,4.0
8037,8037,1998.0,1350,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,1024.0,1.0,11.0,9205.76,old,29.0,29.0
8038,8038,,1800,house,Kuala Lumpur,Cheras,Condominium,4,2.0,2.0,1101.0,1.0,7.0,0.0,new,14.0,14.0
8039,8039,2021.0,2200,house,Kuala Lumpur,Kuchai Lama,Service Residence,3,2.0,2.0,864.0,1.0,10.0,1944.0,new,5.0,5.0
8040,8040,2019.0,1500,house,Kuala Lumpur,Kepong,Condominium,3,2.0,2.0,1100.0,1.0,14.0,2475.0,new,32.0,32.0
8041,8041,2005.0,1350,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,930.0,2.0,7.0,4175.7,moderate,37.0,37.0
8042,8042,2021.0,1600,house,Kuala Lumpur,Bukit Jalil,Apartment,3,1.0,2.0,850.0,1.0,5.0,1912.5,new,58.0,58.0
8043,8043,,3400,house,Kuala Lumpur,Cheras,Service Residence,3,1.0,2.0,1211.0,2.0,8.0,0.0,new,6.0,6.0
8044,8044,2019.0,2200,house,Kuala Lumpur,Kepong,Condominium,4,2.0,2.0,1300.0,2.0,14.0,2925.0,new,32.0,32.0
8045,8045,,1300,house,Kuala Lumpur,Segambut,Apartment,3,1.0,2.0,918.0,1.0,4.0,0.0,new,3.0,3.0
8046,8046,,604,house,Kuala Lumpur,Bukit Jalil,Condominium,2,1.0,1.0,593.0,0.0,10.0,0.0,new,30.0,30.0
8047,8047,,1500,house,Kuala Lumpur,Setiawangsa,Condominium,3,1.0,2.0,950.0,1.0,,0.0,new,2.0,2.0
8048,8048,2008.0,1600,house,Kuala Lumpur,Jalan Ipoh,Condominium,3,2.0,2.0,1020.0,2.0,6.0,4579.8,moderate,10.0,10.0
8049,8049,,1400,house,Kuala Lumpur,OUG,Service Residence,3,2.0,2.0,950.0,1.0,14.0,0.0,new,51.0,51.0
8050,8050,2017.0,2200,house,Kuala Lumpur,Sentul,Condominium,2,1.0,2.0,900.0,2.0,,2025.0,new,43.0,43.0
8051,8051,2019.0,2300,house,Kuala Lumpur,Kepong,Condominium,3,2.0,2.0,1100.0,2.0,14.0,2475.0,new,32.0,32.0
8052,8052,2019.0,1400,house,Kuala Lumpur,Kepong,Condominium,3,2.0,2.0,1100.0,0.0,14.0,2475.0,new,32.0,32.0
8053,8053,2021.0,1500,house,Kuala Lumpur,Kepong,Condominium,3,2.0,2.0,960.0,1.0,14.0,2160.0,new,4.0,4.0
8054,8054,2000.0,800,house,Kuala Lumpur,Bukit Jalil,Condominium,2,1.0,1.0,733.0,0.0,4.0,6589.67,old,9.0,9.0
8055,8055,2010.0,1400,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,755.0,2.0,,3389.9500000000003,moderate,33.0,33.0
8056,8056,2006.0,1700,house,Kuala Lumpur,Ampang,Apartment,3,1.0,2.0,930.0,2.0,7.0,4175.7,moderate,7.0,7.0
8057,8057,,1800,house,Kuala Lumpur,Ampang Hilir,Condominium,2,1.0,2.0,930.0,2.0,9.0,0.0,new,3.0,3.0
8058,8058,,4200,house,Kuala Lumpur,KL City,Condominium,4,2.0,3.0,1986.0,1.0,8.0,0.0,new,5.0,5.0
8059,8059,2018.0,1600,room,Kuala Lumpur,Ampang,Service Residence,1,1.0,1.0,700.0,2.0,7.0,1575.0,new,1.0,1.0
8060,8060,2012.0,1600,house,Kuala Lumpur,Kepong,Condominium,4,,2.0,1300.0,1.0,5.0,5837.0,moderate,4.0,4.0
8061,8061,,1800,house,Kuala Lumpur,Taman Melawati,Condominium,3,1.0,2.0,1125.0,2.0,,0.0,new,46.0,46.0
8062,8062,1994.0,80,room,Kuala Lumpur,Setapak,Condominium,1,,1.0,5.0,0.0,10.0,44.95,old,6.0,6.0
8063,8063,2021.0,1600,house,Kuala Lumpur,Bukit Jalil,Apartment,3,,2.0,850.0,1.0,5.0,1912.5,new,58.0,58.0
8064,8064,2016.0,1800,house,Kuala Lumpur,Setapak,Condominium,3,2.0,2.0,1100.0,2.0,7.0,2475.0,new,15.0,15.0
8065,8065,2023.0,1800,house,Kuala Lumpur,Cheras,Condominium,3,2.0,2.0,850.0,1.0,9.0,1912.5,new,115.0,115.0
8066,8066,,1099,house,Kuala Lumpur,Bandar Menjalara,Condominium,3,1.0,2.0,805.0,1.0,5.0,0.0,new,9.0,9.0
8067,8067,2019.0,3800,room,Kuala Lumpur,KLCC,Service Residence,1,,1.0,860.0,2.0,7.0,1935.0,new,3.0,3.0
8068,8068,,850,house,Kuala Lumpur,Old Klang Road,Flat,3,,2.0,800.0,0.0,,0.0,new,1.0,1.0
8069,8069,2017.0,1500,house,Kuala Lumpur,Jalan Ipoh,Condominium,3,1.0,2.0,977.0,2.0,,2198.25,new,28.0,28.0
8070,8070,,950,house,Kuala Lumpur,Desa Pandan,Flat,3,1.0,2.0,830.0,0.0,7.0,0.0,new,1.0,1.0
8071,8071,2005.0,1400,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,920.0,2.0,7.0,4130.8,moderate,37.0,37.0
8072,8072,,950,house,Kuala Lumpur,Setapak,Condominium,3,,2.0,845.0,1.0,11.0,0.0,new,16.0,16.0
8073,8073,,1600,house,Kuala Lumpur,Pandan Jaya,Apartment,3,,1.0,877.0,1.0,2.0,0.0,new,1.0,1.0
8074,8074,2023.0,3000,house,Kuala Lumpur,Cheras,Condominium,4,2.0,2.0,1030.0,2.0,9.0,2317.5,new,115.0,115.0
8075,8075,2001.0,1200,house,Kuala Lumpur,Ampang,Apartment,3,1.0,2.0,828.0,0.0,5.0,7443.72,old,17.0,17.0
8076,8076,2010.0,1300,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,903.0,2.0,10.0,4054.4700000000003,moderate,33.0,33.0
8077,8077,2007.0,1100,house,Kuala Lumpur,Kepong,Condominium,3,1.0,2.0,962.0,1.0,10.0,4319.38,moderate,34.0,34.0
8078,8078,2015.0,2200,house,Kuala Lumpur,Segambut,Condominium,4,2.0,2.0,1262.0,2.0,,2839.5,new,14.0,14.0
8079,8079,,2200,house,Kuala Lumpur,Segambut,Condominium,4,2.0,2.0,1643.0,1.0,10.0,0.0,new,3.0,3.0
8080,8080,,1300,house,Kuala Lumpur,Bukit Jalil,Condominium,2,1.0,1.0,791.0,2.0,9.0,0.0,new,30.0,30.0
8081,8081,2017.0,1800,house,Kuala Lumpur,Sungai Besi,Condominium,3,2.0,2.0,1106.0,1.0,11.0,2488.5,new,10.0,10.0
8082,8082,2010.0,4000,house,Kuala Lumpur,Pantai,Condominium,4,2.0,3.0,1910.0,2.0,9.0,8575.9,moderate,3.0,3.0
8083,8083,,1600,house,Kuala Lumpur,Segambut,Apartment,3,1.0,2.0,1200.0,2.0,8.0,0.0,new,8.0,8.0
8084,8084,,1400,house,Kuala Lumpur,Ampang,Condominium,2,1.0,2.0,802.0,1.0,3.0,0.0,new,9.0,9.0
8085,8085,,1400,house,Kuala Lumpur,Cheras,Apartment,2,1.0,1.0,657.0,2.0,6.0,0.0,new,25.0,25.0
8086,8086,2020.0,1900,house,Kuala Lumpur,Keramat,Condominium,3,1.0,2.0,883.0,2.0,4.0,1986.75,new,153.0,153.0
8087,8087,,1350,house,Kuala Lumpur,OUG,Service Residence,3,,2.0,800.0,1.0,11.0,0.0,new,51.0,51.0
8088,8088,,800,house,Kuala Lumpur,Sentul,Flat,2,,1.0,600.0,0.0,1.0,0.0,new,5.0,5.0
8089,8089,,1600,house,Kuala Lumpur,Setapak,Apartment,4,1.0,2.0,1166.0,2.0,6.0,0.0,new,5.0,5.0
8090,8090,2015.0,1600,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,1140.0,1.0,5.0,2565.0,new,33.0,33.0
8091,8091,2021.0,2800,house,Kuala Lumpur,Cheras,Service Residence,3,2.0,2.0,865.0,2.0,8.0,1946.25,new,21.0,21.0
8092,8092,2007.0,1150,house,Kuala Lumpur,Kepong,Condominium,3,1.0,2.0,962.0,1.0,8.0,4319.38,moderate,34.0,34.0
8093,8093,,1300,room,Kuala Lumpur,Jalan Kuching,Service Residence,1,1.0,1.0,600.0,1.0,6.0,0.0,new,6.0,6.0
8094,8094,,1600,room,Kuala Lumpur,Sri Hartamas,Service Residence,1,1.0,1.0,780.0,1.0,6.0,0.0,new,2.0,2.0
8095,8095,,1000,house,Kuala Lumpur,Pantai,Apartment,3,,2.0,650.0,1.0,1.0,0.0,new,2.0,2.0
8096,8096,1997.0,1600,house,Kuala Lumpur,Taman Desa,Condominium,3,1.0,2.0,950.0,2.0,9.0,8540.5,old,11.0,11.0
8097,8097,,1600,house,Kuala Lumpur,Setapak,Apartment,4,1.0,2.0,1166.0,2.0,7.0,0.0,new,5.0,5.0
8098,8098,,850,house,Kuala Lumpur,Desa Petaling,Flat,3,1.0,2.0,950.0,1.0,5.0,0.0,new,2.0,2.0
8099,8099,,1300,house,Kuala Lumpur,Bukit Jalil,Apartment,3,1.0,2.0,800.0,1.0,4.0,0.0,new,54.0,54.0
8100,8100,,1300,house,Kuala Lumpur,Bukit Jalil,Condominium,2,1.0,1.0,791.0,2.0,12.0,0.0,new,30.0,30.0
8101,8101,2023.0,3000,house,Kuala Lumpur,Cheras,Condominium,4,2.0,2.0,1030.0,2.0,9.0,2317.5,new,115.0,115.0
8102,8102,,850,house,Kuala Lumpur,Kepong,Apartment,3,,1.0,850.0,1.0,3.0,0.0,new,9.0,9.0
8103,8103,,2500,house,Kuala Lumpur,Ampang Hilir,Condominium,4,,3.0,1260.0,1.0,10.0,0.0,new,1.0,1.0
8104,8104,,1000,house,Kuala Lumpur,Bukit Jalil,Condominium,2,1.0,1.0,775.0,1.0,12.0,0.0,new,30.0,30.0
8105,8105,2007.0,1400,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,900.0,2.0,4.0,4041.0,moderate,19.0,19.0
8106,8106,2023.0,3000,house,Kuala Lumpur,Cheras,Condominium,4,2.0,2.0,1000.0,2.0,11.0,2250.0,new,115.0,115.0
8107,8107,2021.0,2100,house,Kuala Lumpur,Cheras,Service Residence,2,1.0,2.0,800.0,1.0,8.0,1800.0,new,21.0,21.0
8108,8108,,1350,house,Kuala Lumpur,Mid Valley City,Condominium,2,2.0,1.0,730.0,1.0,9.0,0.0,new,1.0,1.0
8109,8109,2016.0,2200,house,Kuala Lumpur,Old Klang Road,Condominium,3,1.0,2.0,1202.0,1.0,10.0,2704.5,new,24.0,24.0
8110,8110,2013.0,1200,room,Kuala Lumpur,Old Klang Road,Condominium,1,,1.0,350.0,2.0,8.0,1571.5,moderate,13.0,13.0
8111,8111,2023.0,3000,house,Kuala Lumpur,Cheras,Condominium,4,2.0,2.0,1000.0,2.0,10.0,2250.0,new,115.0,115.0
8112,8112,,100,,Kuala Lumpur,Mid Valley City,Residential,,,,100.0,,,0.0,new,,
8113,8113,2021.0,1600,house,Kuala Lumpur,Kepong,Service Residence,3,1.0,2.0,803.0,1.0,5.0,1806.75,new,29.0,29.0
8114,8114,2017.0,2300,room,Kuala Lumpur,Cheras,Service Residence,1,1.0,2.0,762.0,2.0,11.0,1714.5,new,14.0,14.0
8115,8115,2011.0,2400,house,Kuala Lumpur,Titiwangsa,Condominium,3,,2.0,1100.0,2.0,9.0,4939.0,moderate,18.0,18.0
8116,8116,2021.0,750,room,Kuala Lumpur,Cheras,Condominium,1,,1.0,300.0,2.0,11.0,675.0,new,37.0,37.0
8117,8117,,1500,house,Kuala Lumpur,Ampang,Condominium,3,1.0,2.0,800.0,1.0,5.0,0.0,new,3.0,3.0
8118,8118,2014.0,1500,house,Kuala Lumpur,Cheras,Condominium,3,2.0,2.0,865.0,2.0,6.0,3883.8500000000004,moderate,9.0,9.0
8119,8119,2021.0,1300,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,800.0,1.0,14.0,1800.0,new,67.0,67.0
8120,8120,,1100,house,Kuala Lumpur,Bukit Jalil,Condominium,2,1.0,1.0,680.0,2.0,9.0,0.0,new,30.0,30.0
8121,8121,2017.0,2500,house,Kuala Lumpur,Setapak,Condominium,4,2.0,3.0,1500.0,1.0,5.0,3375.0,new,18.0,18.0
8122,8122,2020.0,1200,house,Kuala Lumpur,Sentul,Apartment,3,1.0,2.0,875.0,0.0,14.0,1968.75,new,56.0,56.0
8123,8123,2021.0,1300,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,800.0,1.0,14.0,1800.0,new,67.0,67.0
8124,8124,2021.0,1300,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,800.0,1.0,14.0,1800.0,new,67.0,67.0
8125,8125,2020.0,1200,house,Kuala Lumpur,Sentul,Apartment,3,1.0,2.0,875.0,0.0,14.0,1968.75,new,56.0,56.0
8126,8126,2016.0,3300,house,Kuala Lumpur,KLCC,Service Residence,2,2.0,2.0,1044.0,2.0,9.0,2349.0,new,5.0,5.0
8127,8127,2006.0,1800,house,Kuala Lumpur,Setapak,Condominium,4,1.0,5.0,1800.0,1.0,6.0,8082.0,moderate,7.0,7.0
8128,8128,,1500,house,Kuala Lumpur,Wangsa Maju,Service Residence,2,1.0,2.0,662.0,1.0,8.0,0.0,new,20.0,20.0
8129,8129,,800,house,Kuala Lumpur,Kuchai Lama,Flat,3,,1.0,650.0,0.0,,0.0,new,1.0,1.0
8130,8130,2006.0,1600,house,Kuala Lumpur,Setapak,Condominium,4,1.0,2.0,1272.0,2.0,13.0,5711.280000000001,moderate,13.0,13.0
8131,8131,,1200,house,Kuala Lumpur,Bukit Jalil,Apartment,3,,2.0,800.0,1.0,4.0,0.0,new,54.0,54.0
